sent_id,sent,anno
201,今日#每#位#球員#一#開賽#很#快#就#進入#比賽#狀況,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
222,於#場#邊#休息#時#內心#總是#會#焦慮,O O O O O O O O O O O O O O O O O O O O O
228,不慎#扭傷#左腳#腳踝,O O O O O O O O O O O
237,隨即#下場#查看#傷勢#便#前往#就醫,O O O O O O O O O O O O O O O O O O O
249,所以#角度#要#打出來,O O O O O O O O O O O
260,潘均儒#自#過年#後#狀況#一直#都#不佳,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O
269,第三#局#開始,O O O O O O O
279,狀況#越來越#好,O O O O O O O O
280,談起#逆轉#關鍵,O O O O O O O O
285,康金塗#教練#也#提到,B-PERSON I-PERSON I-PERSON O O O O O O O O
291,對#她#來說#也#有點#辛苦,O O O O O O O O O O O O O O
303,也#在#下#半#賽季#重返#企排,O O O O O O O O O O O O O O O O
306,大家#會#提醒#我#要#注意,O O O O O O O O O O O O O O
310,不過#去年#2月#賽季#初期#一#次#練習#時#不慎#造成#右手#脫臼,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
314,「#當時#是#奧運#資格賽#結束#剛#從#泰國#回來#有#流感,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
330,也#沒有#跟#隊#上#一起#練,O O O O O O O O O O O O O O O
338,傷勢#還是#很#重要,O O O O O O O O O O
340,沒有#再#多#想#傷勢,O O O O O O O O O O O
354,台電#一#開局#靠#著#嚴密#防守#帶動#精彩#攻擊,O O O O O O O O O O O O O O O O O O O O O O O O O O
357,第3#局#雙方#拚盡#全#力,O O O O O O O O O O O O O O
358,鯨華#秉持#不能#輸#的#精神#在#一#開局#將#差距#拉開,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
360,以#25#比#22#驚險#拿勝,O O O O O O O O O O O O O O O
363,因為#跟#鯨華#僅有#2#次#交手,O O O O O O O O O O O O O O O O O
364,對於#陌生#的#球隊#都#會#特別#亢奮,O O O O O O O O O O O O O O O O O O O O
369,談及#第3#局#後來居上,O O O O O O O O O O O O
375,兩#隊#一#開始#陷入#膠著#之#際,O O O O O O O O O O O O O O O O O O
411,中華#排協#秘書長#章金榮#表示,O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O
425,但#桃園#臺產#多#人#發揮,O O O O O O O O O O O O O O
429,以#25:18#先#下#一#城,O O O O O O O O O O O O O O O
440,多#次#攔網#成功,O O O O B-DEFENSE I-DEFENSE O O O
441,澆熄#雲林#美津#濃追#分#氣焰,O O O O O O O O O O O O O O O O
444,」#今日#對#上前#東家#的#曾祥銘#坦言,O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O
445,外界#都#很#關注#他#轉隊#後#的#狀態#與#表現,O O O O O O O O O O O O O O O O O O O O O O O O O O
451,雙方#精兵#盡出,O O O O O O O O
452,「#新秀#」#先發#上陣,O O O O O O O O O O O O
454,為#攻擊#端#加乘#火力,O O O O O O O O O O O O
455,成功#以#3#比#0#(#25:21#、#25:19#、#25:17#)#贏得#頭籌,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
459,前#排#還#有#劉鴻敏#、#黃正良#兩#人#固守,O O O O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O
465,替#球隊#爭取#兩#分#的#領先#優勢,O O O O O O O O O O O O O O O O O O O
471,靠#著#發球#與#後排攻擊#追平#比#分,O O O O O O O O O O O B-ATTACK I-ATTACK O O O O O O O
479,終#在#顏振富#的#快攻#下,O O O O B-PERSON I-PERSON I-PERSON O O O B-ATTACK I-ATTACK O O
481,從#雲林#美津濃#畢業,O O O O O O O O O O O
494,前#一#日#就#先#「#暖機#」#的#臺北#鯨華#延續#火燙#手感,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
500,最後#以#3#比#1#(#25:11#、#12:25#、#25:18#、#25:14#)#再#收#一#勝,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
524,終場#以#25:14#達成#開季#二#連勝,O O O O O O O O O O O O O O O O O O O O O
540,面對#經驗#豐富#的#臺中#太陽神,O O O O O O O O O O O O O O O O O
565,經過#一#晚#調整#心態,O O O O O O O O O O O O
592,今天#熱機#比較#慢,O O O O O O O O O O
598,即使#第二#局#處於#落後,O O O O O O O O O O O O O
606,快速#將#比分#拉開,O O O O O O O O O O
612,臺中#太陽神#在#簡偉倫#、#黃柏叡#的#堅強#防守#下,O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O
623,終#以#25:20#在#第三#週#賽事#旗開#得勝,O O O O O O O O O O O O O O O O O O O O O O O O O
625,經過#近#兩#週#的#休養,O O O O O O O O O O O O O
631,臺中#太陽神#在#自由#球員#的#工作#分配#上,O O O O O O O O O O O O O O O O O O O O O O O O
639,主攻#位#的#蔡幼群#、#林書荷#也#帶給#中國#人纖#極#大#的#威脅,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
642,兩#隊#網前攻勢#不斷,O O O O B-ATTACK I-ATTACK I-ATTACK I-ATTACK O O O
649,強力#的#四號位#重扣#帶給#現場#驚呼聲#不斷,O O O O O O O O O B-ATTACK I-ATTACK O O O O O O O O O O O O O
653,外援#與#本土#球員#的#好#默契#讓#極速#超跑#一口氣#連下#兩#城,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
665,拿到#一#號#號碼牌#是#阿焦#(#焦璿誠#)#的#球迷,O O O O O O O O O O O O O B-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O
674,場場#都#會#看#他#比賽,O O O O O O O O O O O O O
675,期許#太陽神#今年#所有#的#球員#球賽#順利,O O O O O O O O O O O O O O O O O O O O O O O
682,第二#波#的#一#日#店長#活動#是#球團#感謝#本#次#贊助商#大力#支持#力挺#臺中#主場,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
691,再#以#17#比#15#險勝,O O O O O O O O O O O O O O
695,隊#上#看版#球星#高偉誠#和#吳宗軒#分別#拿下#全#隊#最#高#的#26#分#、#焦璿誠#也#有#21#分#進帳,O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O
701,也#讓#鯨華#喊出#暫停,O O O O O O O O O O O O
702,暫停#回來#之後,O O O O O O O O
711,靠#著#Maria#的#攔網#得手#帶動#球隊#氣勢,O O O O B-PERSON I-PERSON I-PERSON I-PERSON I-PERSON O O O B-DEFENSE I-DEFENSE O O O O O O O O O O O O
713,兩#隊#進入#拉鋸,O O O O O O O O O
730,第四#局#由#Berkeley#的#快攻#得分#開局#得手,O O O O O O O B-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON O O O B-ATTACK I-ATTACK O O O O O O O O O
733,甘可慧#再度#跳出#當#英雄,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O
735,超跑#立即#變化#進攻#節奏,O O O O O O O O O B-ATTACK I-ATTACK O O O
737,破壞#了#鯨華#的#攻守#節奏#並#重新#取得#領先,O O O O O O O O O O O O O O O O O O O O O O O O O O
750,開局#台電#劉鴻敏#攻擊#得分,O O O O O O B-PERSON I-PERSON I-PERSON O B-ATTACK I-ATTACK O O O
783,台電#以#3#比#1#的#局數#收下#冠軍戰#第一#勝,O O O O O O O O O O O O O O O O O O O O O O O O O O O
786,就#是#好#機會#的#時候#沒有#打出來,O O O O O O O O O O O O O O O O O O O O
791,首#局#首#局#鯨華#漢娜#與#吳芳妤#的#攻勢#打出#3#比#1#的#領先,O O O O O O O O O O O B-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O B-ATTACK I-ATTACK O O O O O O O O O O O O O O
796,但#仍#無法#追趕上#台電,O O O O O O O O O O O O O
799,此後#台電#氣勢洶洶#壓#著#鯨華#打,O O O O O O O O O O O O O O O O O O O
804,加上#鯨華#靠#著#多樣化#的#進攻#手段#穩定#領先,O O O O O O O O O O O O O O O O B-ATTACK I-ATTACK O O O O O O O O O
812,以#25#比#0#再#下#一#城,O O O O O O O O O O O O O O O O
815,防守#端#則#在#甘可慧#與#隊友#的#配合#下#多#次#封鎖#李姿瑩#的#進攻,B-DEFENSE I-DEFENSE O O O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O B-COOPERATION I-COOPERATION O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O B-ATTACK I-ATTACK
821,臺北#鯨華#球員#廖苡任#分享#從#排球#得到#的#啟發,O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O
823,那#凝聚力#的#感覺#真的#是#非常#享受,O O O O O O O O O O O O O O O O O O O O O
824,所以#我#覺得,O O O O O O O
826,然後#可以#增加#人際#關係,O O O O O O O O O O O O O O
829,就#暫別#國內#排球#舞台#的#連莊#男子#排球隊,O O O O O O O O O O O O O O O O O O O O O O O O O
838,本#賽季#則#是#加入#連莊,O O O O O O O O O O O O O O
839,劉鴻杰#近年#則#是#受到#傷勢#影響,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O
842,再度#在#企排#同#一#支#球隊#合體,O O O O O O O O O O O O O O O O O O O
844,還#從#大專#、#高中#聯賽#物色#好手,O O O O O O O O O O O O O O O O O O O O
847,劉鴻杰#表示,B-PERSON I-PERSON I-PERSON O O O
856,我們#有#機會#當然#都#想要#旅#外,O O O O O O O O O O O O O O O O O O O
864,甚至#是#第一#次#打企#排,O O O O O O O O O O O O O O
904,「#其實#現在#各#隊#的#實力#都#很#不錯,O O O O O O O O O O O O O O O O O O O O O O O
908,今#(#16日#)#於#臺灣#體大#體育館#進行,O O O O O O O O O O O O O O O O O O O O O O O O
919,但#台電#發揮#團隊#雄厚#的#板凳#深度,O O O O O O O O O O O O O O O O O O O O O
927,conti #一度#取得#兩#分#領先,O O O O O O O O O O O O O O O O O O O
941,迫使#台電#喊出#暫停,O O O O O O O O O O O
956,初期#雙方#殺#的#難分難解,O O O O O O O O O O O O O O
961,鯨華#把握#台電#失誤#扳平#分數,O O O O O O O O O O O O O O O O O
980,台電#後繼無力,O O O O O O O
982,開幕週#結束,O O O O O O
1028,兩#隊#接連#頻繁#調度#人手,O O O O O O O O O O O O O O O
1037,但#連莊#宋柏霆#加重#磅數#大開#殺戒,O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O
1053,年輕#的#她#不畏#長人,O O O O O O O O O O O O
1080,兩#隊#的#總#得分#是#135#分,O O O O O O O O O O O O O O O O O O
1081,但#雙方#光#是#失誤#送分#加起來#就#高達#63#分,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1107,中堃#失誤#送出#38#分,O O O O O O O O O O O O O
1116,女子組#首#場#中堃#飛鷹#以#25:23#、#25:16#、#25:21#打敗#匯竑#國際,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1122,「#雅雅#」#陳姿雅#8#分,O O B-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O
1131,黃瀞萱#笑說,B-PERSON I-PERSON I-PERSON O O O
1154,但#最終#被#母親#和#教練#說服,O O O O O O O O O O O O O O O O O
1156,加入#新園#國中#、#東山#高中,O O O O O O O O O O O O O O O O
1178,從#愛山林#轉隊#至#鯨華#的#甘可慧,O O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON
1212,助隊#拿下#前#兩#局,O O O O O O O O O O O
1213,雖#第3#局#愛#山林#試圖#反撲,O O O O O O O O O O O O O O O O O
1221,加上#愛#山林#失誤#偏#多,O O O O O O O O O O O O O O
1223,次局,O O
1224,中纖#靠#著#邱雅慧#發球#直接#得分#首開#紀錄,O O O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O
1232,隨後#中纖#靠#著#Valdez#幾#次#在#網前的攻擊#得手#拉開#分差,O O O O O O O O O O B-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON O O O O O O O O O O B-ATTACK I-ATTACK O O O O O O O O O
1237,又#將#比數#稍微#拉開,O O O O O O O O O O O O
1258,最後#讓#台電#男排#以#35:33#拿下#第2#局,O O O O O O O O O O O O O O O O O O O O O O O O O O
1264,最後#台電#男排#以#25:21#拿下#本#場#賽事#勝利,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1273,三#年#以來#都#是#球隊#中#的#核心#主力,O O O O O O O O O O O O O O O O O O O O O O O
1275,此#次#加入#更#能#為#屏東#台電#注入#穩定#戰力,O O O O O O O O O O O O O O O O O O O O O O O O O O O
1277,本#場#比賽#臺中#太陽神#火力#全#開,O O O O O O O O O O O O O O B-ATTACK I-ATTACK O O O O
1283,但#太陽神#焦璿誠#與#「#小高#」#高偉誠#的#猛烈#攻勢#聯手#替#球隊#取得#四#分#領先,O O O O O O B-PERSON I-PERSON I-PERSON O O O O O B-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O B-ATTACK I-ATTACK O O O O O O O O O O O O O O O O O O
1286,桃園#臺產#劉昱麟#與#陳冠中#試圖#反撲#緊咬#比數,O O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O
1289,太陽神#將#領先#擴大到#六分,O O O O O O O O O O O O O O O
1295,連續攻擊#得手#幫助#球隊#取得#四#分#領先,O O B-ATTACK I-ATTACK O O O O O O O O O O O O O O O O O O O
1301,焦璿誠#與#吳宗軒#一#左#一#右#的#攻擊#再次#幫助#球隊#取得#領先,B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O B-ATTACK I-ATTACK O O O O O O O O O O O O O O O
1302,雖#桃園#臺產#曾#將#差距#縮小#至#兩#分,O O O O O O O O O O O O O O O O O O O O O O O
1311,搭配#施宗諭#與#焦璿誠#的#攻擊#得手,O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O B-ATTACK I-ATTACK O O O
1315,首日#另#場#男子組#賽事,O O O O O O O O O O O O O
1319,在#首#戰#過後#暫居#得分#王,O O O O O O O O O O O O O O O O
1326,簡名均#也#獲#19#分,B-PERSON I-PERSON I-PERSON O O O O O O O O O
1335,Zsanett#、#劉美菁#都#攻得#21#分,B-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O
1349,25#比#19#、#20#、#20,O O O O O O O O O O O O O O O O O
1354,種下#敗因,O O O O O
1355,體育處#指出,O O O O O O
1359,包含#「#禁衛軍士官長#」#楊敬敏#、#「#護國神Q#」#戴維斯#、#「#黑豹#」#阿巴西#、#「#大房東#」#曾文鼎#都#將#來到#市民#廣場,O O O O O B-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O B-PERSON I-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O B-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O
1378,總冠軍戰#對上#屏東#台電#應該#是#五五#波,O O O O O O O O O O O O O O O O O O O O O O O
1383,他#能#做#的#就#是#贏#球#來#謝謝#他們,O O O O O O O O O O O O O O O O O O O O O O O
1406,只要#努力#就#會#達成#目標,O O O O O O O O O O O O O O O
1418,她#透露#雖然#有#壓力,O O O O O O O O O O O O
1426,廖苡任#自評,B-PERSON I-PERSON I-PERSON O O O
1432,廖苡任#補充,B-PERSON I-PERSON I-PERSON O O O
1434,還要#擔任#球員#與#教練團#、#高層#的#橋樑,O O O O O O O O O O O O O O O O O O O O O O O O
1437,「#但#也#讓#我#看#得#更#全面,O O O O O O O O O O O O O O O O O O
1446,最#大#問題#還是#在#自己,O O O O O O O O O O O O O O
1479,鯨華#迅速#取得#領先#並#維持#4#分#左右#優勢,O O O O O O O O O O O O O O O O O O O O O O O O O O
1501,差距#更加#懸殊,O O O O O O O O
1510,得分#也#頗#平均,O O O O O O O O O
1519,獲得#連勝,O O O O O
1534,但#桃園#臺#產陣#中#已#有#鄭玉森#、#黃意凱,O O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON
1535,本#季#陳柏勳#將#以#一般#攻擊#手#的#身份#協助#場#上#防守,O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O O O O O O O B-DEFENSE I-DEFENSE
1541,今年#並#沒有#在#桃園#臺#產#的#名單#中,O O O O O O O O O O O O O O O O O O O O O O O
1549,今年#將#首度#挑戰#企業#聯賽,O O O O O O O O O O O O O O O O
1558,而#快攻#手#呂姜耀凱#則#是#在#空窗#六#年#後#收到#連莊#的#邀請,O O O O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O
1563,以及#石修智#、#張閔舜#、#董力億#等#人,O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O
1569,更#與#同樣#超過# 190 #公分#的#張良皓,O O O O O O O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON
1573,事實#上#在#高中#畢業#後,O O O O O O O O O O O O O O
1576,大學#實習#期間#首次#接觸#廣告#產業#讓#他#深感#興趣,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1584,只是#沒想到#會#找到#我,O O O O O O O O O O O O O
1610,雖#未#於#影片#、#內文#提及#球員#身份,O O O O O O O O O O O O O O O O O O O O O O
1616,並#與#台電#成員#一同#打下#例行賽#、#挑戰賽#八#連霸#的#輝煌#成績,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1620,劉鴻杰#則#是#在# 2019-#20 #賽季#結束#名古屋#狼犬#的#旅外#挑戰#後,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1623,下#個#球季#情#歸#何處#也#成為#球迷#關注#的#焦點,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1636,2021#-#22# #賽季#更#以#總#得分# #511# #分#排名#所有#參賽#球員#第六,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1637,此#次#布萊恩#身#著# 1 號#球衣,O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O
1638,與#連莊#男排#攜手#參加#馬來西亞#邀請賽,O O O O O O O O O O O O O O O O O O O O O O
1640,連莊男排#於# 8 月# 25 日#至# 28 日#參加# WSVI #國際#排球#邀請賽,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1649,見面#會#更#是#禮物#大放送,O O O O O O O O O O O O O O O
1655,六#支#男#排球隊#將#會#帶給#大家#更#精彩#的#比賽#內容,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1657,面對#連莊#的#挑戰#有#和#應對#之#策,O O O O O O O O O O O O O O O O O O O O O
1658,黃士展#表示,B-PERSON I-PERSON I-PERSON O O O
1661,下#季#一樣#朝#著#冠軍#目標#努力,O O O O O O O O O O O O O O O O O O O
1663,球迷#們#也#相當#好奇#兩#人#在#球員#生涯#之後#的#規劃,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1671,同樣#也#是#中華#男排#的#得分#主力,O O O O O O O O O O O O O O O O O O O O
1673,下#個#亞運#週期#相信#他#仍#是#中華#男排#不可或缺#的#戰力,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1683,劉昱麟#出身#乙#組#冠軍#隊伍#臺中#二中,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O
1685,劉少宇#去年#進入#中原#時,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O
1687,因此#並#無#太多#的#上場#機會,O O O O O O O O O O O O O O O O O
1693,連莊#派出#的#兩#支#隊伍#將#以#「#連莊#」#、#「#WIN+STREAK#」#隊名#參戰#臺產盃,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1701,來到#台灣#前#曾#加盟#巴西#國內#聯賽#中#多#支#俱樂部#隊伍,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1702,前#東家#包含#近#幾#屆#世俱盃#四#強#隊伍# Minas#、#Osasco,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1706,今年# 30# #歲#的# #Carla,O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON I-PERSON I-PERSON
1710,為#極速#超跑#攻擊#端#注入#戰力,O O O O O O O O O O O O O O O O O O
1717,2022# #第一#屆#臺產盃#學生組#、#社會組#賽事#皆#完美#落幕,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1730,更#邀請#旅日#三#年#的#菲律賓#外援#布萊恩#(#Bryan Bagunas#)#來#台#加盟,O O O O O O O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON O O O O O O O O O
1732,上#週末#舉行#的#第一#屆#臺產盃#社會組#賽事,O O O O O O O O O O O O O O O O O O O O O O O O O
1735,成功#帶領#連莊#奪冠,O O O O O O O O O O O
1739,雖然#在#日本#有#穩定#成長#的#表現,O O O O O O O O O O O O O O O O O O O O
1748,台灣人#也#都#相當#友善,O O O O O O O O O O O O O
1749,因此#很#期待#在#台灣#的#日子,O O O O O O O O O O O O O O O O O
1758,布萊恩#這#次#來#台#之前,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O
1759,八月#曾#與#連莊#在#國外#會合#參加#馬來西亞#邀請賽,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1762,需要#建立#彼此#間#的#默契,O O O O O O O O O O O O O O O
1777,球隊#陣容#方面,O O O O O O O O
1788,榮膺#該#年度#最佳#舉球,O O O O O O O O O O O O O
1789,今年#是#高得益#時隔#六#個#賽季#回歸#企聯#舞台,O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O
1802,過去#皆#以#青女隊#為#班底#組成#的#企業#聯賽#女子隊伍#愛山林,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1814,愛#山林#本#季#再#找進# U20 #舉球#蘇子倩,O O O O O O O O O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON
1816,本#季#新#加入#蘇子倩#、#江辰翊#兩#位#舉球#員#外,O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O
1825,在#今年#四月# HVL #乙#級#決賽#也#為#團隊#取得#三#連霸#成績,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1836,在#企業#聯賽#中#與#對手#展開#激烈#競爭,O O O O O O O O O O O O O O O O O O O O O O O
1842,身為#舉球#員#的#林嘉偉,O O O O O O O O O O B-PERSON I-PERSON I-PERSON
1860,本#季#新#加盟#的#巴西#快攻#手# #Gabi#(#Gabriela Fabiano#),O O O O O O O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON O O
1861,2020#-#21# #賽季#曾#與# #Bia# #一同#效力#於#巴西#聯賽#俱樂部# São #José dos Pinhais,O O O O O O O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1867,奪下#邀請賽#亞軍,O O O O O O O O O
1874,為#臺北#鯨華#注入#一#股#強大#戰力,O O O O O O O O O O O O O O O O O O O O
1884,以及#中正#大學#快攻#手#葉軒岑,O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON
1886,巴西#主攻#手# #Carla Santos# #自# 2007 年#起#投入#巴西#聯賽#賽場,O O O O O O O O O O B-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O
