sent_id,sent,anno
161,球隊#中年紀#較#小#的#學弟#有#越來越#適應隊#上#球風#及#節奏,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
164,又#馬上#接著#比#週末#的#企聯#賽程,O O O O O O O O O O O O O O O O O O O O
166,真的#是#非常#不#容易,O O O O O O O O O O O O
168,比起#開季#以來#他們#的確#有#慢慢#在#進步,O O O O O O O O O O O O O O O O O O O O O O O O
170,則#是#雲林#MIZUNO隊#的#主攻#手#高偉誠,O O O O O O O O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON
171,在#第三#局#時#請求#替補#上場,O O O O O O O O O O O O O O O O O
172,睽違#三#週#回到#企聯#比賽場#上,O O O O O O O O O O O O O O O O O O
173,一#上場#便#靠#著#攔網,O O O O O O O O O O O B-DEFENSE I-DEFENSE
182,但#優異#的#表現#也#受#執行#教練#林顯丞#的#肯定,O O O O O O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O O O
183,林顯丞#說,B-PERSON I-PERSON I-PERSON O O
184,「#其實#今天#球員#表現#得#還#不錯,O O O O O O O O O O O O O O O O O O O O
185,像是#郭家銘#也#是#前天#才#讓#他#開始#回到#場#上#比賽,O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O
186,今天#能#這樣#多#次#拿下#分數,O O O O O O O O O O O O O O O O O
187,也#算是#不錯#了,O O O O O O O O O
189,也#能#看出來#他#一直#有#在#勇於#突破,O O O O O O O O O O O O O O O O O O O O O O
191,反觀#美津濃#在#今日#比賽,O O O O O O O O O O O O O O
192,除了#關鍵#接發球#及#攔防#奏效#外,O O O O O O B-DEFENSE I-DEFENSE I-DEFENSE O O O B-DEFENSE I-DEFENSE O O O O O
193,本#週#連#二日#隊長#高偉誠#皆#有#上場,O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O
194,順勢#帶起#全#隊#氣勢,O O O O O O O O O O O O
195,在#上#半#季#男子組#最後#一#場#例行賽,O O O O O O O O O O O O O O O O O O O O O O
196,讓#台電#公司#沒#能#輕鬆#取勝,O O O O O O O O O O O O O O O O O
197,繼#昨日#敗於#臺北#鯨華#後,O O O O O O O O O O O O O O O
198,纖女#們#歷經#一#晚#檢討,O O O O O O O O O O O O O O
199,在#今日#一#展#士氣#、#阻斷#台電#女排#連勝#戰績,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
202,無論#是#在#防守#的#站位,O O O O O O O B-DEFENSE I-DEFENSE O O O O O
205,而#今日#中纖陣#中#劉美菁#、#葉于雯,O O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON
206,更#是#多#次#掌握#網#前#機會球,O O O O O O O O O O O O O O O O O O
207,順勢#進攻#將#分數#拿下,O O O B-ATTACK I-ATTACK O O O O O O O O
208,台電#女排#在#今日#前#兩#局,O O O O O O O O O O O O O O O O
209,便#面臨#連勝#壓力,O O O O O O O O O O
210,頻頻#在#發球#、#攻擊#上#發生#失誤,O O O O O O O O O O B-ATTACK I-ATTACK O O O O O O O O
213,五#局#內#共#拿下#全#場#最#高#得分#26#分,O O O O O O O O O O O O O O O O O O O O O O O O O O
214,力拼#追分#同時#李諭#便#在#第三#局#後#半#發生#了#左側#小腿#抽筋#的#狀況,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
215,李諭#說,B-PERSON I-PERSON O O
218,就#是#從#零#開始,O O O O O O O O O O
219,好好#地#完成#一#場#比賽,O O O O O O O O O O O O O O
222,於#場#邊#休息#時#內心#總是#會#焦慮,O O O O O O O O O O O O O O O O O O O O O
223,想盡#快#回到#場#上#替#球隊#建功,O O O O O O O O O O O O O O O O O O O
224,連續#二#週#企聯#賽程#在#國北教#大開#打,O O O O O O O O O O O O O O O O O O O O O O O
227,第一#局#便#發生#愛#山林#舉球#員#欒妤雯#因#網#上#爭球#落地#時,O O O O O O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O B-ATTACK I-ATTACK O O O O O
231,最終#雖#不敵#極速#超跑,O O O O O O O O O O O O O
232,仍#博得#觀眾#掌聲,O O O O O O O O O O
233,愛#山林#小將#對上#極速#超跑#的#比賽,O O O O O O O O O O O O O O O O O O O O O
235,愛#山林#欒妤雯#和#極速#超跑#林書荷#於#網#前#爭球#落地#時,O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O B-ATTACK I-ATTACK O O O O O
239,雖然#沒#能#在#三#局#中#要#下#15年#第二#勝,O O O O O O O O O O O O O O O O O O O O O O O O O O O
240,但#仍#將#學姊#逼進#延長賽,O O O O O O O O O O O O O O O
241,著實#展現#「#球#不#落地#、#永#不#放棄#」#精神,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
242,桃園#臺產隊#洪熙鈞#今日#得分#較#低迷,O O O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O
244,在#攔網#和#攻擊#方面#皆#有#亮眼#表現,O O B-DEFENSE I-DEFENSE O O O B-ATTACK I-ATTACK O O O O O O O O O O O O O
246,台電#男排#頻#靠#著#林宜暉#、#顏振富#和#詹旻翰#的#攔網#拿下#分數,O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O B-DEFENSE I-DEFENSE O O O O O O
250,但#他們#可能#還是#打#得#比較#順手,O O O O O O O O O O O O O O O O O O O O
251,角度#沒#出來,O O O O O O O
257,兩#人#皆#有#兩#位數#得分#進帳,O O O O O O O O O O O O O O O O O O
259,長力#教練#莊世賢#賽#後#表示,O O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O
260,潘均儒#自#過年#後#狀況#一直#都#不佳,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O
261,直至#這#禮拜四#練球#狀況#才#回穩,O O O O O O O O O O O O O O O O O O O
262,第一#局#開局#由#臺北#鯨華#佔上風,O O O O O O O O O O O O O O O O O O O
267,延續#上局#末手感,O O O O O O O O O
268,小將#們#也#拿下#第二#局#搶先#聽#牌,O O O O O O O O O O O O O O O O O O O O O
271,連#下#兩#局,O O O O O O O
272,將#比賽#推入#決勝局,O O O O O O O O O O O
275,臺北#鯨華#執行#教練#鄧衍敏#表示,O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O
276,愛#山林#是#非常#好#的#青年軍,O O O O O O O O O O O O O O O O O
277,往年#青年軍#陣容#會#不斷#更動,O O O O O O O O O O O O O O O O O
278,但#今年#同#一#批#球員#已經#磨#了#兩#年,O O O O O O O O O O O O O O O O O O O O O O O O
280,談起#逆轉#關鍵,O O O O O O O O
285,康金塗#教練#也#提到,B-PERSON I-PERSON I-PERSON O O O O O O O O
288,「#妤雯#一直#都#是#帶動#氣氛#的#角色,O O B-PERSON I-PERSON O O O O O O O O O O O O O O O O O O
289,隊#上#少#了#大學姊#士氣#難免#受到#影響,O O O O O O O O O O O O O O O O O O O O O O O
290,今天隊#上#舉球#靠#著#庭語#撐#全#場,O O O O O O O O O O O O O B-PERSON I-PERSON O O O O O O
293,但#最#主要#還#是#球場#的#氣氛,O O O O O O O O O O O O O O O O O O
295,台電#女排#展現#老將#氣勢,O O O O O O O O O O O O O O
298,收下#賽季#二#連勝,O O O O O O O O O O
299,企業#16年#甲級#男女#排球#聯賽#下#半#賽季#2日#在#台大#體育館#展開,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
300,台電#女排#以#直落#三#擊敗#中國人#纖,O O O O O O O O O O O O O O O O O O O O O
302,而#去年#2月#台電#舉球#員#劉煜淳#因#右手#脫臼#養傷#一#年,O O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O
303,也#在#下#半#賽季#重返#企排,O O O O O O O O O O O O O O O O
304,直#呼#「#有時候#真的#很#技癢,O O O O O O O O O O O O O O O O O
311,也#使得#整#個#賽季#報銷,O O O O O O O O O O O O O O
312,在#16#年#上#半#季#也#在#養傷#沒有#出場,O O O O O O O O O O O O O O O O O O O O O O O O O
313,劉煜淳#說,B-PERSON I-PERSON I-PERSON O O
314,「#當時#是#奧運#資格賽#結束#剛#從#泰國#回來#有#流感,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
315,之後#又#有#普通#的#肺炎,O O O O O O O O O O O O O O
316,導致#練習#的#時候#就#不#小心#受傷,O O O O O O O O O O O O O O O O O O O O
317,到#現在#還#沒有#完全#好,O O O O O O O O O O O O O O
318,還#要#持續#復健,O O O O O O O O O
327,只#能#做#發球#、#舉球#等,O O O O O O O O O O O O O O O
329,因為#一#整#年#沒有#碰球,O O O O O O O O O O O O O O
330,也#沒有#跟#隊#上#一起#練,O O O O O O O O O O O O O O O
333,今天#下場#我#很#期待,O O O O O O O O O O O O
334,畢竟#休息#了#一#整#年,O O O O O O O O O O O O O
336,回來#了#就#盡力#做到#我#能#做#的,O O O O O O O O O O O O O O O O O O O O
338,傷勢#還是#很#重要,O O O O O O O O O O
339,下場#了#就#是#穩穩#地#做#好#球,O O O O O O O O O O O O O O O O O O O
342,劉煜淳#說,B-PERSON I-PERSON I-PERSON O O
344,我#都#有#跟#著#大家#一起#巡迴#跑,O O O O O O O O O O O O O O O O O O O O
346,手#超#癢#想要#趕快#下場,O O O O O O O O O O O O O O
347,學姊#們#就#要#提醒#我#要#注意#自己#狀況,O O O O O O O O O O O O O O O O O O O O O O O O
348,他們#讓#我#很#安心,O O O O O O O O O O O
349,姊姊#們#知道#我#有#傷#會#盡#全力#幫#我,O O O O O O O O O O O O O O O O O O O O O O O O
350,下場#就#不會#害怕,O O O O O O O O O O
352,台電#女排#與#臺北#鯨華#前#2#次#交手#雙方#各#獲#1#勝,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
354,台電#一#開局#靠#著#嚴密#防守#帶動#精彩#攻擊,O O O O O O O O O O O O O O O O O O O O O O O O O O
355,陳姿雅#、#張秝芸#2#人#相互#大砲猛攻,B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O O B-ATTACK I-ATTACK I-ATTACK I-ATTACK
356,率#球隊#以#25#比#17#、#25#比#14#搶先#聽#牌,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
361,力退鯨華,O O O O
362,台電#女排#攻下#全#隊#最高分#的#「#小毛#」#張秝芸#表示,O O O O O O O O O O O O O O O O O O O O O B-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O
365,尤其#唯一#一#敗#就#是#敗給#鯨華隊,O O O O O O O O O O O O O O O O O O O O
366,「#運動員#都#有#一#股#不能#輸#的#精神,O O O O O O O O O O O O O O O O O O O O O O O
370,張秝芸#說,B-PERSON I-PERSON I-PERSON O O
371,「#一#開局#因為#失誤#太多#導致#大家#情緒#低落,O O O O O O O O O O O O O O O O O O O O O O O O O O O
372,幸好#在#黃芯瑜#的#連續#4#顆#發球#帶動#球隊#反攻#氣勢,O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O B-ATTACK I-ATTACK O O O
373,才#能#逆轉#贏得#比賽,O O O O O O O O O O O O
374,本#週#最後#登場#賽事#由#中國#人纖#出戰#極速#超跑,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
376,幾#波#精彩#防守#帶動#現場#氣氛,O O O O O O O B-DEFENSE I-DEFENSE O O O O O O O O O
377,超跑#在#被#中纖#搶下#首#局#後#急起直追,O O O O O O O O O O O O O O O O O O O O O O O
384,2018年#印尼#亞加達#亞運#中華#男排#睽違#20#年,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
385,再度#奪下#銅牌#締造#佳績,O O O O O O O O O O O O O O
386,不過#2#年#多#過去,O O O O O O O O O O O
389,電眼雙胞胎#劉鴻杰#、#劉鴻敏#回到#台灣,B-PERSON I-PERSON I-PERSON I-PERSON I-PERSON O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O
390,而#一#批#小將#們#也#慢慢#成長#起來,O O O O O O O O O O O O O O O O O O O O O
393,但#當初#的#黃金#陣容#包括#黃金左手#吳宗軒#轉任#企排#雲林#MIZUNO#教練,O O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON I-PERSON O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O
394,不過#仍#在#國家隊#訓練#、#劉鴻杰#、#劉鴻敏#結束#旅日,O O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O
396,劉鴻敏#也#披上#企排#桃園#台產#的#戰袍,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O
397,戴儒謙#依舊#在#企排#賽場,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O
400,可惜#中華隊#寫下#1#勝#2#敗,O O O O O O O O O O O O O O O O O
401,確定#無緣#晉級,O O O O O O O O
402,之後#也#轉任#了#企排#台電#女排#的#教練,O O O O O O O O O O O O O O O O O O O O O O O
403,而#放眼#新#一#批#小將#們,O O O O O O O O O O O O O O O
405,劉佳昌#成為#冠軍戰#最佳#舉球#員,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O
407,而#陣#中#除了#劉佳昌#、#張育陞#、#詹旻翰#、#張昀亮#外,O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O
409,加上#受到#疫情#影響,O O O O O O O O O O O
411,中華#排協#秘書長#章金榮#表示,O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O
413,接著#備戰#杭州#亞運,O O O O O O O O O O O
414,雲林#美津濃#經歷#大換血,O O O O O O O O O O O O O
417,不斷於#網#前#挑戰#對手,O O O O O O O O O O O O O
418,桃園#臺產#則#新增#林錦龍#與#曾祥銘#兩#位#即#戰力,O O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O
420,開局#雙方#打#得#膠著,O O O O O O O O O O O O
421,在#四號位#頻頻#展開#攻勢,O O O O O O O O O O O O B-ATTACK I-ATTACK
425,但#桃園#臺產#多#人#發揮,O O O O O O O O O O O O O O
426,曾祥銘#、#陳政錡#攻守#兩#端#加壓,B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O
428,最後#陳政錡#一#記#發球得分,O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O
429,以#25:18#先#下#一#城,O O O O O O O O O O O O O O O
430,第二#局#雲林#美津#濃#漸入佳境,O O O O O O O O O O O O O O O O O
434,但#桃園#臺產#迅速#找到#解方,O O O O O O O O O O O O O O O O
437,決勝局#桃園#臺產#黃仁威#與#曾祥銘#搭配#默契絕佳,O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O O
439,防守#端#也#看穿#對方#球路,O O O O O O O O O O O O O O O
440,多#次#攔網#成功,O O O O B-DEFENSE I-DEFENSE O O O
442,終場#以#25:13#收下#勝利,O O O O O O O O O O O O O O O O
443,「#剛#開始#會#有點#壓力,O O O O O O O O O O O O O O
445,外界#都#很#關注#他#轉隊#後#的#狀態#與#表現,O O O O O O O O O O O O O O O O O O O O O O O O O O
446,但#他#努力#證明#自己,O O O O O O O O O O O O
454,為#攻擊#端#加乘#火力,O O O O O O O O O O O O
456,屏東#台電#的#林宜暉#因#傷#缺席,O O O O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O
458,除了#原先#班底#的#許紋誠,O O O O O O O O O O O B-PERSON I-PERSON I-PERSON
459,前#排#還#有#劉鴻敏#、#黃正良#兩#人#固守,O O O O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O
461,兩#隊#經驗#老#到,O O O O O O O O O O
462,屢屢#瞄準#對手#製造#touch out #得分,O O O O O O O O O O O O O O O O O O O O O O O O O
464,屏東#台電#靠#著#黃正良#在#網#前#的#連續#強攻#得分,O O O O O O O O O O O O O O O O O O O O O O O O O B-ATTACK I-ATTACK O O O
465,替#球隊#爭取#兩#分#的#領先#優勢,O O O O O O O O O O O O O O O O O O O
467,先#以#25:21#下#一#城,O O O O O O O O O O O O O O O
469,屏東#台電#在#攔網#給予#高壓,O O O O O O O O B-DEFENSE I-DEFENSE O O O O O O
471,靠#著#發球#與#後排攻擊#追平#比#分,O O O O O O O O O O O B-ATTACK I-ATTACK O O O O O O O
472,可惜#無法#扭轉#戰局,O O O O O O O O O O O
477,但#屏東#台電#領先#幅度#大,O O O O O O O O O O O O O O O
479,終#在#顏振富#的#快攻#下,O O O O B-PERSON I-PERSON I-PERSON O O O B-ATTACK I-ATTACK O O
481,從#雲林#美津濃#畢業,O O O O O O O O O O O
482,首#披#屏東#台電#戰袍#的#黃正良,O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON
483,首#戰#碰頭#「#學長#」#吳宗軒#、#高偉誠#絲毫#不#手#軟,O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O
484,他#表示#自己#的#心情#起伏#不#大,O O O O O O O O O O O O O O O O O O O
486,但#隨著#賽事#越加#激烈,O O O O O O O O O O O O O
487,球隊#在#發球#上#成功#破壞#對方,O O O O O O O O O O O O O O O O O O
490,督促#他#在#防守#端#更加#穩固,O O O O O O O O O O O O O O O O O
491,期許#自己#能#為#屏東#台電#守住#連霸,O O O O O O O O O O O O O O O O O O O O O
492,不#留下#遺憾,O O O O O O O
493,企業#17#年#排球#聯賽#今日#由#臺北#鯨華#與#中國#人纖#揭開#第二#日#賽程,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
494,前#一#日#就#先#「#暖機#」#的#臺北#鯨華#延續#火燙#手感,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
496,中國#人纖#奮力#迎戰,O O O O O O O O O O O
500,最後#以#3#比#1#(#25:11#、#12:25#、#25:18#、#25:14#)#再#收#一#勝,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
501,延續#昨日#擊敗#愛山林#的#氣勢,O O O O O O O O O O O O O O O O O
504,中國人#纖熱機#較#慢,O O O O O O O O O O O
505,雖#適時#換上#劉美菁#在#網#前#牽制#止血,O O O O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O
509,胡曉佩#、#童琦芳#挺身而出,B-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O
